-0.05177405,1.346424,0.85,0
2.371134,1.20205,0.85,0
2.220149,1.186279,0.85,0
2.210045,1.14415,0.85,0
2.23037,1.104834,0.85,0
2.076478,1.121651,0.85,0
1.948309,1.135496,0.85,0
1.501141,1.19283,0.85,0
0.7919511,1.281066,0.85,0
0.3205512,1.348055,0.85,0
0.04857419,1.37018,0.85,0
0.4801091,1.286002,0.85,0
0.09862321,1.340504,0.85,0
-0.1770461,1.261307,0.85,0
-0.03886215,1.246982,0.85,0
0.1819869,1.226218,0.85,0
0.6360735,1.175847,0.85,0
1.76111,0.910376,0.85,0
2.200034,0.7594249,0.85,0
2.103227,0.737189,0.85,0
2.159184,0.7197846,0.85,0
2.076149,0.7495179,0.85,0
1.997944,0.786304,0.85,0
1.968198,0.8038447,0.85,0
1.653206,0.8920087,0.85,0
0.8429706,1.127187,0.85,0
0.3591374,1.263094,0.85,0
0.05237835,1.326779,0.85,0
-0.1294055,1.339501,0.85,0
-0.3000728,1.237559,0.85,0
-0.2177932,1.232373,0.85,0
-0.02761118,1.226962,0.85,0
0.3131108,1.185875,0.85,0
1.064721,1.026917,0.85,0
2.32917,0.6738236,0.85,0
1.691669,0.9136896,0.85,0
1.41949,1.061684,0.85,0
1.398156,1.072654,0.85,0
1.459201,0.9791654,0.85,0
1.712376,0.8815899,0.85,0
1.996629,0.7616329,0.85,0
2.166065,0.7031965,0.85,0
2.331675,0.6805603,0.85,0
1.761923,0.8725683,0.85,0
0.7819339,1.145305,0.85,0
0.2949751,1.265903,0.85,0
-0.005603045,1.3045,0.85,0
-0.1792805,1.2188,0.85,0
0.09013363,1.232176,0.85,0
0.575173,1.176424,0.85,0
