0.05935072,0.7032108,0,0
0.05921368,0.703896,0,0
0.05916964,0.7041163,0,0
0.05929371,0.7034959,0,0
0.06067376,0.6965948,0,0
0.06224019,0.6887617,0,0
0.06300487,0.6849378,0,0
0.06319805,0.6839718,0,0
0.06238919,0.6880166,0,0
0.06214411,0.6892421,0,0
0.04530098,0.773468,0,0
0.04486483,0.7756489,0,0
0.04483803,0.7757829,0,0
0.04551803,0.7723825,0,0
0.08118393,0.5940316,0,0
0.08121224,0.5938901,0,0
0.08233161,0.5882925,0,0
0.08942265,0.5528331,0,0
0.08652916,0.5673023,0,0
0.08386388,0.5806303,0,0
0.08032416,0.598331,0,0
0.07555861,0.6221616,0,0
0.06988368,0.6505396,0,0
0.06360345,0.6819445,0,0
0.06117505,0.694088,0,0
0.05891668,0.7053812,0,0
0.05728088,0.7135612,0,0
0.05524243,0.7237547,0,0
