0.08091406,0.5953811,0,0
0.0820407,0.5897473,0,0
0.08307976,0.5845513,0,0
0.08382275,0.5808359,0,0
0.08379419,0.5809788,0,0
0.08435958,0.5781515,0,0
0.06531475,0.673387,0,0
0.06521409,0.6738904,0,0
0.06525324,0.6736947,0,0
0.06563908,0.6717652,0,0
0.06597938,0.6700636,0,0
0.06655232,0.6671985,0,0
0.06745094,0.6627048,0,0
0.06823779,0.6587701,0,0
0.06882284,0.6558445,0,0
0.06919558,0.6539806,0,0
0.07024218,0.6487469,0,0
0.09970316,0.5014244,0,0
0.1051825,0.4740246,0,0
0.1114741,0.4425624,0,0
0.1173333,0.4132631,0,0
0.1225097,0.3873781,0,0
0.1274011,0.3629183,0,0
0.1314931,0.3424557,0,0
0.1351317,0.3242606,0,0
0.1382086,0.3088739,0,0
0.1410028,0.2949013,0,0
0.1434529,0.2826496,0,0
0.1454767,0.2725292,0,0
0.1469941,0.264941,0,0
0.1481145,0.2593384,0,0
0.1491437,0.2541918,0,0
0.1500332,0.2497441,0,0
0.1506613,0.2466031,0,0
0.150961,0.2451042,0,0
0.1510195,0.2448117,0,0
0.1509636,0.2450912,0,0
0.1508996,0.2454116,0,0
0.1508043,0.2458882,0,0
0.1506688,0.2465657,0,0
0.1504598,0.2476109,0,0
0.1502254,0.2487829,0,0
0.1499572,0.2501241,0,0
0.1496644,0.2515883,0,0
0.149438,0.2527201,0,0
0.1493259,0.2532811,0,0
0.149392,0.2529504,0,0
0.1496521,0.2516497,0,0
0.1500786,0.249517,0,0
0.1505448,0.2471855,0,0
0.1510221,0.244799,0,0
0.1514232,0.2427933,0,0
0.1517391,0.2412133,0,0
0.152025,0.2397835,0,0
0.1521534,0.2391415,0,0
0.1521756,0.2390309,0,0
0.1519683,0.2400673,0,0
0.1513849,0.2429845,0,0
0.1502376,0.2487219,0,0
0.1486466,0.256678,0,0
0.1471678,0.2640726,0,0
0.1458128,0.2708486,0,0
0.1448412,0.2757069,0,0
0.1442005,0.2789109,0,0
0.143669,0.2815688,0,0
0.1429749,0.2850398,0,0
0.1416954,0.291438,0,0
0.1401057,0.2993875,0,0
0.1386002,0.3069158,0,0
0.1367012,0.3164119,0,0
0.134498,0.3274291,0,0
0.1323387,0.3382273,0,0
0.1265677,0.3670853,0,0
0.124663,0.37661,0,0
0.1226018,0.3869172,0,0
0.1199553,0.4001514,0,0
0.1166395,0.4167327,0,0
0.1129306,0.4352793,0,0
0.1086607,0.4566311,0,0
0.103871,0.4805825,0,0
0.0992547,0.5036669,0,0
0.09535421,0.5231717,0,0
0.09270272,0.5364308,0,0
0.09157344,0.5420778,0,0
0.09095637,0.5451636,0,0
0.0905488,0.5472017,0,0
0.09025084,0.5486916,0,0
0.09032851,0.5483032,0,0
0.09108897,0.5445005,0,0
0.09235179,0.5381857,0,0
0.09355193,0.5321842,0,0
0.09463064,0.52679,0,0
0.09538479,0.5230188,0,0
0.09584291,0.5207279,0,0
0.09622666,0.5188089,0,0
0.09665301,0.516677,0,0
0.09696294,0.5151271,0,0
0.0972959,0.5134621,0,0
0.09785222,0.5106802,0,0
0.0984254,0.507814,0,0
0.09877472,0.5060671,0,0
0.09878109,0.5060353,0,0
0.09849308,0.5074755,0,0
0.09788186,0.510532,0,0
0.09733996,0.5132418,0,0
0.09682366,0.5158236,0,0
0.09666578,0.5166131,0,0
0.09649888,0.5174477,0,0
0.09623325,0.518776,0,0
0.0961761,0.5190618,0,0
0.09730613,0.5134109,0,0
0.09836767,0.5081026,0,0
0.09928144,0.5035332,0,0
0.09988059,0.5005371,0,0
0.100213,0.498875,0,0
0.09990396,0.5004203,0,0
0.09485091,0.5256885,0,0
0.09229719,0.5384586,0,0
0.09025009,0.5486954,0,0
0.08874963,0.5561986,0,0
0.09633453,0.5182695,0,0
0.0972661,0.5136111,0,0
0.09609929,0.5194459,0,0
0.09417927,0.5290471,0,0
0.08892135,0.5553399,0,0
0.08856829,0.5571054,0,0
0.08853906,0.5572515,0,0
0.08872107,0.5563414,0,0
0.1029042,0.4854174,0,0
0.0999197,0.5003415,0,0
0.09940193,0.5029307,0,0
0.099774,0.5010701,0,0
0.1003358,0.4982607,0,0
0.1014214,0.4928319,0,0
0.1027427,0.4862247,0,0
0.1040571,0.4796521,0,0
0.1050232,0.4748209,0,0
0.1055467,0.472203,0,0
0.1055013,0.4724303,0,0
0.1049694,0.47509,0,0
0.1042146,0.4788643,0,0
0.1035698,0.4820887,0,0
